ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4b3200,HBSYI,2022-10-02T12:37:58Z,2022-10-02,2022-10-02T13:02:18Z,2022-10-02,LSGL,LSGL,4b3200_2022-10-02 14:37:58
461108,FSF801Y,2022-10-02T13:05:39Z,2022-10-02,2022-10-02T14:02:22Z,2022-10-02,LFPB,LSGL,461108_2022-10-02 15:05:39
46208f,FSF549X,2022-10-02T14:06:48Z,2022-10-02,2022-10-02T15:37:17Z,2022-10-02,EGTF,LSGL,46208f_2022-10-02 16:06:48
4b1bdf,HBKOL,2022-10-02T14:08:48Z,2022-10-02,2022-10-02T15:00:07Z,2022-10-02,LFMD,LSGL,4b1bdf_2022-10-02 16:08:48
44c069,OOPCI,2022-10-02T14:12:07Z,2022-10-02,2022-10-02T15:35:27Z,2022-10-02,EBCI,LSGL,44c069_2022-10-02 16:12:07
461fbd,FSF388Y,2022-10-02T14:12:11Z,2022-10-02,2022-10-02T14:49:56Z,2022-10-02,NA,LSGL,461fbd_2022-10-02 16:12:11
4b27c0,HBPBK,2022-10-02T14:46:26Z,2022-10-02,2022-10-02T15:12:30Z,2022-10-02,LSGL,LSGL,4b27c0_2022-10-02 16:46:26
4b1bdd,HBKOJ,2022-10-02T15:53:22Z,2022-10-02,2022-10-02T16:14:52Z,2022-10-02,LSGB,LSGL,4b1bdd_2022-10-02 17:53:22
4b4271,HBZEF,2022-10-02T18:30:54Z,2022-10-02,2022-10-02T18:46:29Z,2022-10-02,LSGB,LSGL,4b4271_2022-10-02 20:30:54
4b43ad,RGA04,2022-10-02T20:35:37Z,2022-10-02,2022-10-02T20:53:09Z,2022-10-02,LSGE,LSGL,4b43ad_2022-10-02 22:35:37
