ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,id,destination_airport_ICAO
4b4271,HBZEF,2023-02-19T00:37:38Z,2023-02-19,2023-02-19T00:52:46Z,2023-02-19,LSGL,4b4271_2023-02-19 01:37:38,LSGB
462dd1,FSF863C,2023-02-19T07:12:33Z,2023-02-19,2023-02-19T08:43:45Z,2023-02-19,LSGL,462dd1_2023-02-19 08:12:33,NA
461fbd,FSF938M,2023-02-19T10:12:34Z,2023-02-19,2023-02-19T12:09:58Z,2023-02-19,LSGL,461fbd_2023-02-19 11:12:34,EGKB
4b43b1,RGA04,2023-02-19T12:50:45Z,2023-02-19,2023-02-19T13:05:19Z,2023-02-19,LSGL,4b43b1_2023-02-19 13:50:45,LSTO
391a38,HBOJI,2023-02-19T13:35:47Z,2023-02-19,2023-02-19T14:02:53Z,2023-02-19,LSGL,391a38_2023-02-19 14:35:47,LSGN
4b28e3,HBPMP,2023-02-19T14:22:21Z,2023-02-19,2023-02-19T14:41:09Z,2023-02-19,LSGL,4b28e3_2023-02-19 15:22:21,LSGE
4b07df,HBCZN,2023-02-19T14:43:38Z,2023-02-19,2023-02-19T16:55:34Z,2023-02-19,LSGL,4b07df_2023-02-19 15:43:38,LSGL
4b4414,HBZUI,2023-02-19T14:57:07Z,2023-02-19,2023-02-19T15:08:47Z,2023-02-19,LSGL,4b4414_2023-02-19 15:57:07,LSGK
39c949,FHSKJ,2023-02-19T15:12:05Z,2023-02-19,2023-02-19T16:20:28Z,2023-02-19,LSGL,39c949_2023-02-19 16:12:05,LFMR
4b4279,REGA15,2023-02-19T15:26:32Z,2023-02-19,2023-02-19T15:42:43Z,2023-02-19,LSGL,4b4279_2023-02-19 16:26:32,LSGG
4b43b2,RGA18,2023-02-19T16:57:58Z,2023-02-19,2023-02-19T17:18:35Z,2023-02-19,LSGL,4b43b2_2023-02-19 17:57:58,NA
