ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4b1af2,HBKFI,2023-04-18T06:49:33Z,2023-04-18,2023-04-18T07:42:42Z,2023-04-18,LSGL,LSGL,4b1af2_2023-04-18 08:49:33
4b1bfd,HBKPP,2023-04-18T07:39:43Z,2023-04-18,2023-04-18T07:58:47Z,2023-04-18,LSGL,LSGB,4b1bfd_2023-04-18 09:39:43
391a38,HBOJI,2023-04-18T07:44:07Z,2023-04-18,2023-04-18T07:57:59Z,2023-04-18,LSGL,LSGL,391a38_2023-04-18 09:44:07
391a38,HBOJI,2023-04-18T08:46:21Z,2023-04-18,2023-04-18T10:28:59Z,2023-04-18,LSGL,LSGL,391a38_2023-04-18 10:46:21
4b3200,HBSYI,2023-04-18T08:51:12Z,2023-04-18,2023-04-18T09:05:50Z,2023-04-18,LSGL,LSGL,4b3200_2023-04-18 10:51:12
3d1d27,DEJHF,2023-04-18T10:45:54Z,2023-04-18,2023-04-18T11:29:15Z,2023-04-18,LSGL,EDNY,3d1d27_2023-04-18 12:45:54
4b43b1,RGA04,2023-04-18T11:02:26Z,2023-04-18,2023-04-18T11:12:40Z,2023-04-18,LSGL,LSGP,4b43b1_2023-04-18 13:02:26
460861,FSF302R,2023-04-18T11:10:24Z,2023-04-18,2023-04-18T12:11:05Z,2023-04-18,LSGL,EDDM,460861_2023-04-18 13:10:24
4b1af2,HBKFI,2023-04-18T11:25:07Z,2023-04-18,2023-04-18T11:46:25Z,2023-04-18,LSGL,LSGL,4b1af2_2023-04-18 13:25:07
391a38,HBOJI,2023-04-18T11:54:35Z,2023-04-18,2023-04-18T12:57:07Z,2023-04-18,LSGL,LSGL,391a38_2023-04-18 13:54:35
4b1af2,HBKFI,2023-04-18T14:05:14Z,2023-04-18,2023-04-18T14:31:29Z,2023-04-18,LSGL,LSGL,4b1af2_2023-04-18 16:05:14
4b43b1,RGA04,2023-04-18T15:18:31Z,2023-04-18,2023-04-18T15:28:38Z,2023-04-18,LSGL,LSGP,4b43b1_2023-04-18 17:18:31
4b1af2,HBKFI,2023-04-18T16:16:15Z,2023-04-18,2023-04-18T17:08:13Z,2023-04-18,LSGL,LSGL,4b1af2_2023-04-18 18:16:15
4b43b1,RGA04,2023-04-18T17:50:44Z,2023-04-18,2023-04-18T18:01:47Z,2023-04-18,LSGL,LSGP,4b43b1_2023-04-18 19:50:44
4b1c56,HBKTA,2023-04-18T17:55:21Z,2023-04-18,2023-04-18T18:26:23Z,2023-04-18,LSGL,LSZB,4b1c56_2023-04-18 19:55:21
