ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,id,destination_airport_ICAO
4b44a5,HBZZX,2023-04-06T06:43:48Z,2023-04-06,2023-04-06T07:07:54Z,2023-04-06,LSGL,4b44a5_2023-04-06 08:43:48,LSGL
4b44a5,HBZZX,2023-04-06T07:29:22Z,2023-04-06,2023-04-06T07:39:57Z,2023-04-06,LSGL,4b44a5_2023-04-06 09:29:22,LSGL
4b1af2,HBKFI,2023-04-06T08:48:52Z,2023-04-06,2023-04-06T09:32:45Z,2023-04-06,LSGL,4b1af2_2023-04-06 10:48:52,LSGL
4b28e3,HBPMP,2023-04-06T09:35:09Z,2023-04-06,2023-04-06T11:18:14Z,2023-04-06,LSGL,4b28e3_2023-04-06 11:35:09,LSGL
44c062,PGC80C,2023-04-06T10:45:00Z,2023-04-06,2023-04-06T12:09:43Z,2023-04-06,LSGL,44c062_2023-04-06 12:45:00,EBAW
391a38,HBOJI,2023-04-06T11:27:03Z,2023-04-06,2023-04-06T11:51:12Z,2023-04-06,LSGL,391a38_2023-04-06 13:27:03,LSGL
4b2650,HBONG,2023-04-06T11:30:58Z,2023-04-06,2023-04-06T12:12:35Z,2023-04-06,LSGL,4b2650_2023-04-06 13:30:58,LSGL
4b2ef8,HBSDS,2023-04-06T13:08:41Z,2023-04-06,2023-04-06T13:43:49Z,2023-04-06,LSGL,4b2ef8_2023-04-06 15:08:41,LSGE
4b22d2,HBNEW,2023-04-06T13:26:21Z,2023-04-06,2023-04-06T13:55:11Z,2023-04-06,LSGL,4b22d2_2023-04-06 15:26:21,LSZG
4b27bf,HBPBJ,2023-04-06T13:27:06Z,2023-04-06,2023-04-06T13:50:21Z,2023-04-06,LSGL,4b27bf_2023-04-06 15:27:06,LSGG
4b0878,HBDFK,2023-04-06T14:03:02Z,2023-04-06,2023-04-06T14:37:43Z,2023-04-06,LSGL,4b0878_2023-04-06 16:03:02,LSZG
440a8e,OEFEB,2023-04-06T14:28:39Z,2023-04-06,2023-04-06T15:56:52Z,2023-04-06,LSGL,440a8e_2023-04-06 16:28:39,LOWZ
46316e,FSF465K,2023-04-06T15:24:19Z,2023-04-06,2023-04-06T17:18:11Z,2023-04-06,LSGL,46316e_2023-04-06 17:24:19,LIML
4b39c9,HBVWZ,2023-04-06T16:21:13Z,2023-04-06,2023-04-06T18:32:09Z,2023-04-06,LSGL,4b39c9_2023-04-06 18:21:13,EKCH
4d02a3,JFA54L,2023-04-06T16:50:13Z,2023-04-06,2023-04-06T17:53:20Z,2023-04-06,LSGL,4d02a3_2023-04-06 18:50:13,NA
