ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,id,destination_airport_ICAO
4b3200,HBSYI,2022-11-27T07:56:55Z,2022-11-27,2022-11-27T08:33:05Z,2022-11-27,LSGL,4b3200_2022-11-27 08:56:55,LSGL
391a38,HBOJI,2022-11-27T09:23:15Z,2022-11-27,2022-11-27T09:53:45Z,2022-11-27,LSGL,391a38_2022-11-27 10:23:15,LSZQ
461fbd,FSF676U,2022-11-27T11:25:40Z,2022-11-27,2022-11-27T11:54:25Z,2022-11-27,LSGL,461fbd_2022-11-27 12:25:40,LFLS
4b2650,HBONG,2022-11-27T11:34:59Z,2022-11-27,2022-11-27T12:09:48Z,2022-11-27,LSGL,4b2650_2022-11-27 12:34:59,LSZQ
4b1bdd,HBKOJ,2022-11-27T14:19:19Z,2022-11-27,2022-11-27T14:46:40Z,2022-11-27,LSGL,4b1bdd_2022-11-27 15:19:19,LSZB
4b3200,HBSYI,2022-11-27T15:06:00Z,2022-11-27,2022-11-27T15:31:22Z,2022-11-27,LSGL,4b3200_2022-11-27 16:06:00,LSGL
49d452,OKHFH,2022-11-27T15:58:42Z,2022-11-27,2022-11-27T17:42:52Z,2022-11-27,LSGL,49d452_2022-11-27 16:58:42,LKTB
462dd1,FSF667T,2022-11-27T16:11:02Z,2022-11-27,2022-11-27T17:10:48Z,2022-11-27,LSGL,462dd1_2022-11-27 17:11:02,LFPB
4b43b1,RGA04,2022-11-27T22:10:04Z,2022-11-27,2022-11-27T22:21:48Z,2022-11-27,LSGL,4b43b1_2022-11-27 23:10:04,NA
4b43b1,RGA04,2022-11-27T22:10:04Z,2022-11-27,2022-11-27T22:21:48Z,2022-11-27,LSGL,4b43b1_2022-11-27 23:10:04,LSGP
