ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,id,destination_airport_ICAO
391a38,HBOJI,2023-04-04T07:02:48Z,2023-04-04,2023-04-04T07:56:09Z,2023-04-04,LSGL,391a38_2023-04-04 09:02:48,LSGL
4627c1,FSF221T,2023-04-04T07:32:09Z,2023-04-04,2023-04-04T08:24:08Z,2023-04-04,LSGL,4627c1_2023-04-04 09:32:09,EDRZ
391a38,HBOJI,2023-04-04T08:39:31Z,2023-04-04,2023-04-04T09:29:29Z,2023-04-04,LSGL,391a38_2023-04-04 10:39:31,LSGL
4b1bfd,HBKPP,2023-04-04T09:47:59Z,2023-04-04,2023-04-04T10:03:49Z,2023-04-04,LSGL,4b1bfd_2023-04-04 11:47:59,LSGB
4b43ab,RGA03,2023-04-04T11:27:18Z,2023-04-04,2023-04-04T12:02:23Z,2023-04-04,LSGL,4b43ab_2023-04-04 13:27:18,LSZB
4b3cb1,HBWZP,2023-04-04T12:37:21Z,2023-04-04,2023-04-04T13:57:50Z,2023-04-04,LSGL,4b3cb1_2023-04-04 14:37:21,LSGB
4b1bdd,HBKOJ,2023-04-04T12:44:37Z,2023-04-04,2023-04-04T13:42:30Z,2023-04-04,LSGL,4b1bdd_2023-04-04 14:44:37,LSGL
4b44a5,HBZZX,2023-04-04T13:41:13Z,2023-04-04,2023-04-04T14:11:15Z,2023-04-04,LSGL,4b44a5_2023-04-04 15:41:13,LSGT
391a38,HBOJI,2023-04-04T14:41:33Z,2023-04-04,2023-04-04T15:04:19Z,2023-04-04,LSGL,391a38_2023-04-04 16:41:33,LSGL
391a38,HBOJI,2023-04-04T14:41:54Z,2023-04-04,2023-04-04T15:04:28Z,2023-04-04,LSGL,391a38_2023-04-04 16:41:54,NA
