ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4b4271,HBZEF,2023-04-07T03:25:21Z,2023-04-07,2023-04-07T03:41:19Z,2023-04-07,NA,LSGL,4b4271_2023-04-07 05:25:21
4b1bdd,HBKOJ,2023-04-07T08:25:28Z,2023-04-07,2023-04-07T09:21:54Z,2023-04-07,LSGL,LSGL,4b1bdd_2023-04-07 10:25:28
462dd1,FSF511P,2023-04-07T09:19:54Z,2023-04-07,2023-04-07T12:00:23Z,2023-04-07,NA,LSGL,462dd1_2023-04-07 11:19:54
4b1bdd,HBKOJ,2023-04-07T11:11:01Z,2023-04-07,2023-04-07T11:41:38Z,2023-04-07,LSGY,LSGL,4b1bdd_2023-04-07 13:11:01
4b4271,HBZEF,2023-04-07T11:17:01Z,2023-04-07,2023-04-07T11:33:27Z,2023-04-07,LSGB,LSGL,4b4271_2023-04-07 13:17:01
461fbd,FSF214N,2023-04-07T11:26:43Z,2023-04-07,2023-04-07T11:48:07Z,2023-04-07,LFGJ,LSGL,461fbd_2023-04-07 13:26:43
391a38,HBOJI,2023-04-07T11:38:26Z,2023-04-07,2023-04-07T12:22:28Z,2023-04-07,LSGL,LSGL,391a38_2023-04-07 13:38:26
461838,FSF426F,2023-04-07T12:58:40Z,2023-04-07,2023-04-07T13:19:02Z,2023-04-07,NA,LSGL,461838_2023-04-07 14:58:40
44081c,OEFAX,2023-04-07T13:35:54Z,2023-04-07,2023-04-07T14:16:48Z,2023-04-07,LSGL,LSGL,44081c_2023-04-07 15:35:54
4b1bdd,HBKOJ,2023-04-07T13:48:45Z,2023-04-07,2023-04-07T14:14:27Z,2023-04-07,LSGL,LSGL,4b1bdd_2023-04-07 15:48:45
46316e,FSF470G,2023-04-07T14:23:00Z,2023-04-07,2023-04-07T15:23:52Z,2023-04-07,LFTZ,LSGL,46316e_2023-04-07 16:23:00
