ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
461838,FSF792Y,2022-09-27T06:19:33Z,2022-09-27,2022-09-27T08:25:13Z,2022-09-27,LSGL,NA,461838_2022-09-27 08:19:33
4b28e3,HBPMP,2022-09-27T06:53:54Z,2022-09-27,2022-09-27T07:12:27Z,2022-09-27,LSGL,LSGY,4b28e3_2022-09-27 08:53:54
46208f,FSF412V,2022-09-27T07:42:43Z,2022-09-27,2022-09-27T08:47:26Z,2022-09-27,LSGL,LIRQ,46208f_2022-09-27 09:42:43
400c04,GKENZ,2022-09-27T08:58:25Z,2022-09-27,2022-09-27T12:35:46Z,2022-09-27,LSGL,EGJB,400c04_2022-09-27 10:58:25
4b1c2b,HBKRJ,2022-09-27T11:48:03Z,2022-09-27,2022-09-27T14:16:48Z,2022-09-27,LSGL,ESGT,4b1c2b_2022-09-27 13:48:03
4b0f89,HBFWZ,2022-09-27T12:22:14Z,2022-09-27,2022-09-27T13:37:57Z,2022-09-27,LSGL,LFPB,4b0f89_2022-09-27 14:22:14
461fbd,FSF175H,2022-09-27T12:25:45Z,2022-09-27,2022-09-27T13:56:41Z,2022-09-27,LSGL,LFGJ,461fbd_2022-09-27 14:25:45
461838,FSF399W,2022-09-27T13:01:41Z,2022-09-27,2022-09-27T14:15:53Z,2022-09-27,LSGL,LFPB,461838_2022-09-27 15:01:41
4b4271,HBZEF,2022-09-27T13:13:10Z,2022-09-27,2022-09-27T13:30:59Z,2022-09-27,LSGL,LSGB,4b4271_2022-09-27 15:13:10
4d02ae,JFA76R,2022-09-27T13:59:06Z,2022-09-27,2022-09-27T14:10:34Z,2022-09-27,LSGL,LSMP,4d02ae_2022-09-27 15:59:06
440cdf,OEEHB,2022-09-27T15:24:44Z,2022-09-27,2022-09-27T16:33:49Z,2022-09-27,LSGL,LFMN,440cdf_2022-09-27 17:24:44
4b4271,HBZEF,2022-09-27T17:38:36Z,2022-09-27,2022-09-27T17:53:50Z,2022-09-27,LSGL,LSGB,4b4271_2022-09-27 19:38:36
