ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4b1bdd,HBKOJ,2023-04-05T06:25:22Z,2023-04-05,2023-04-05T07:22:22Z,2023-04-05,LSGL,LSGL,4b1bdd_2023-04-05 08:25:22
4b3200,HBSYI,2023-04-05T06:47:34Z,2023-04-05,2023-04-05T07:36:58Z,2023-04-05,LSGL,LSGL,4b3200_2023-04-05 08:47:34
4b1bdd,HBKOJ,2023-04-05T08:29:01Z,2023-04-05,2023-04-05T09:41:54Z,2023-04-05,LSGL,LSGL,4b1bdd_2023-04-05 10:29:01
391a38,HBOJI,2023-04-05T09:28:01Z,2023-04-05,2023-04-05T10:11:59Z,2023-04-05,LFLI,LSGL,391a38_2023-04-05 11:28:01
4b1af2,HBKFI,2023-04-05T11:00:10Z,2023-04-05,2023-04-05T12:31:23Z,2023-04-05,LSGL,LSGL,4b1af2_2023-04-05 13:00:10
4b3200,HBSYI,2023-04-05T12:37:20Z,2023-04-05,2023-04-05T13:03:22Z,2023-04-05,LSGL,LSGL,4b3200_2023-04-05 14:37:20
391a38,HBOJI,2023-04-05T14:11:00Z,2023-04-05,2023-04-05T14:50:11Z,2023-04-05,LSGL,LSGL,391a38_2023-04-05 16:11:00
46316e,FSF870K,2023-04-05T14:37:53Z,2023-04-05,2023-04-05T14:48:30Z,2023-04-05,NA,LSGL,46316e_2023-04-05 16:37:53
4b1bdd,HBKOJ,2023-04-05T15:44:17Z,2023-04-05,2023-04-05T16:32:59Z,2023-04-05,LSZG,LSGL,4b1bdd_2023-04-05 17:44:17
4b1af2,HBKFI,2023-04-05T15:57:49Z,2023-04-05,2023-04-05T16:31:13Z,2023-04-05,LSGL,LSGL,4b1af2_2023-04-05 17:57:49
4b444f,HBZWP,2023-04-05T16:07:20Z,2023-04-05,2023-04-05T16:24:17Z,2023-04-05,LSGB,LSGL,4b444f_2023-04-05 18:07:20
4b3200,HBSYI,2023-04-05T16:15:30Z,2023-04-05,2023-04-05T16:58:17Z,2023-04-05,LSGL,LSGL,4b3200_2023-04-05 18:15:30
aa67ac,N77LD,2023-04-05T16:15:39Z,2023-04-05,2023-04-05T17:13:11Z,2023-04-05,LFML,LSGL,aa67ac_2023-04-05 18:15:39
