ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4b28e3,HBPMP,2023-02-21T09:18:07Z,2023-02-21,2023-02-21T10:26:30Z,2023-02-21,LSGL,LSGL,4b28e3_2023-02-21 10:18:07
4b1bb7,HBKMX,2023-02-21T09:23:38Z,2023-02-21,2023-02-21T10:41:16Z,2023-02-21,LSZK,LSGL,4b1bb7_2023-02-21 10:23:38
391a38,HBOJI,2023-02-21T09:25:11Z,2023-02-21,2023-02-21T10:24:51Z,2023-02-21,LSGL,LSGL,391a38_2023-02-21 10:25:11
4b0878,HBDFK,2023-02-21T11:52:26Z,2023-02-21,2023-02-21T12:22:46Z,2023-02-21,LSZG,LSGL,4b0878_2023-02-21 12:52:26
4b3200,HBSYI,2023-02-21T12:55:44Z,2023-02-21,2023-02-21T13:36:48Z,2023-02-21,LSGL,LSGL,4b3200_2023-02-21 13:55:44
4b3fda,HBYES,2023-02-21T13:28:18Z,2023-02-21,2023-02-21T14:30:43Z,2023-02-21,LSZG,LSGL,4b3fda_2023-02-21 14:28:18
4b07df,HBCZN,2023-02-21T13:42:34Z,2023-02-21,2023-02-21T13:57:16Z,2023-02-21,LSGE,LSGL,4b07df_2023-02-21 14:42:34
391a38,HBOJI,2023-02-21T14:23:08Z,2023-02-21,2023-02-21T15:12:03Z,2023-02-21,NA,LSGL,391a38_2023-02-21 15:23:08
4b1bfd,HBKPP,2023-02-21T15:09:07Z,2023-02-21,2023-02-21T15:26:00Z,2023-02-21,LSGC,LSGL,4b1bfd_2023-02-21 16:09:07
4b1bdd,HBKOJ,2023-02-21T16:23:46Z,2023-02-21,2023-02-21T16:53:33Z,2023-02-21,LSZB,LSGL,4b1bdd_2023-02-21 17:23:46
4b43b1,RGA04,2023-02-21T18:06:16Z,2023-02-21,2023-02-21T18:27:58Z,2023-02-21,LSZB,LSGL,4b43b1_2023-02-21 19:06:16
4b4271,HBZEF,2023-02-21T19:45:28Z,2023-02-21,2023-02-21T19:57:14Z,2023-02-21,LSGB,LSGL,4b4271_2023-02-21 20:45:28
