ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
461981,FSF512N,2022-10-11T06:27:44Z,2022-10-11,2022-10-11T07:06:19Z,2022-10-11,LSGL,LFLC,461981_2022-10-11 08:27:44
4b1bdd,HBKOJ,2022-10-11T07:42:22Z,2022-10-11,2022-10-11T08:29:01Z,2022-10-11,LSGL,LSGL,4b1bdd_2022-10-11 09:42:22
4b3200,HBSYI,2022-10-11T08:13:13Z,2022-10-11,2022-10-11T08:35:50Z,2022-10-11,LSGL,LSGL,4b3200_2022-10-11 10:13:13
4b1b54,HBKJC,2022-10-11T08:16:27Z,2022-10-11,2022-10-11T08:59:02Z,2022-10-11,LSGL,LSGL,4b1b54_2022-10-11 10:16:27
4b43ad,RGA04,2022-10-11T11:48:58Z,2022-10-11,2022-10-11T11:59:50Z,2022-10-11,LSGL,LSGP,4b43ad_2022-10-11 13:48:58
46316e,FSF776P,2022-10-11T12:05:14Z,2022-10-11,2022-10-11T12:17:15Z,2022-10-11,LSGL,LSGL,46316e_2022-10-11 14:05:14
391a38,HBOJI,2022-10-11T13:10:08Z,2022-10-11,2022-10-11T14:13:41Z,2022-10-11,LSGL,LSGL,391a38_2022-10-11 15:10:08
46316e,FSF776P,2022-10-11T13:19:45Z,2022-10-11,2022-10-11T13:49:39Z,2022-10-11,LSGL,LSGL,46316e_2022-10-11 15:19:45
4b2ef8,HBSDS,2022-10-11T15:10:12Z,2022-10-11,2022-10-11T15:27:21Z,2022-10-11,LSGL,LSGE,4b2ef8_2022-10-11 17:10:12
4b43ad,RGA04,2022-10-11T15:50:34Z,2022-10-11,2022-10-11T16:00:57Z,2022-10-11,LSGL,LSGB,4b43ad_2022-10-11 17:50:34
