ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4b43af,RGA18,2023-01-30T02:36:34Z,2023-01-30,2023-01-30T02:51:29Z,2023-01-30,LSGL,LSGB,4b43af_2023-01-30 03:36:34
460861,FSF531T,2023-01-30T07:01:19Z,2023-01-30,2023-01-30T07:33:16Z,2023-01-30,LSGL,LSZS,460861_2023-01-30 08:01:19
460812,FSF472E,2023-01-30T07:10:59Z,2023-01-30,2023-01-30T07:45:05Z,2023-01-30,LSGL,LSZS,460812_2023-01-30 08:10:59
461fbd,FSF693N,2023-01-30T07:12:05Z,2023-01-30,2023-01-30T10:21:37Z,2023-01-30,LSGL,LRBS,461fbd_2023-01-30 08:12:05
4b0f56,HBFVA,2023-01-30T07:18:45Z,2023-01-30,2023-01-30T07:50:41Z,2023-01-30,LSGL,LSZA,4b0f56_2023-01-30 08:18:45
39a4af,FHJFP,2023-01-30T07:53:51Z,2023-01-30,2023-01-30T09:17:47Z,2023-01-30,LSGL,LFOV,39a4af_2023-01-30 08:53:51
4b43b1,RGA04,2023-01-30T08:38:49Z,2023-01-30,2023-01-30T08:53:22Z,2023-01-30,LSGL,LSGC,4b43b1_2023-01-30 09:38:49
391a38,HBOJI,2023-01-30T13:09:34Z,2023-01-30,2023-01-30T14:53:18Z,2023-01-30,LSGL,LSGL,391a38_2023-01-30 14:09:34
4b43b1,RGA04,2023-01-30T13:26:52Z,2023-01-30,2023-01-30T13:37:28Z,2023-01-30,LSGL,LSGP,4b43b1_2023-01-30 14:26:52
4b28e3,HBPMP,2023-01-30T13:34:38Z,2023-01-30,2023-01-30T14:07:57Z,2023-01-30,LSGL,LSGL,4b28e3_2023-01-30 14:34:38
460cb6,FSF793A,2023-01-30T13:45:57Z,2023-01-30,2023-01-30T13:56:00Z,2023-01-30,LSGL,LSMP,460cb6_2023-01-30 14:45:57
4b3200,HBSYI,2023-01-30T15:56:41Z,2023-01-30,2023-01-30T16:31:59Z,2023-01-30,LSGL,LSGL,4b3200_2023-01-30 16:56:41
