ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
462dd1,FSF835H,2022-12-19T08:26:15Z,2022-12-19,2022-12-19T09:17:53Z,2022-12-19,LFMN,LSGL,462dd1_2022-12-19 09:26:15
4b43b1,RGA04,2022-12-19T08:31:37Z,2022-12-19,2022-12-19T08:43:58Z,2022-12-19,NA,LSGL,4b43b1_2022-12-19 09:31:37
4b0f7f,BQA12,2022-12-19T08:50:44Z,2022-12-19,2022-12-19T09:06:41Z,2022-12-19,LSGR,LSGL,4b0f7f_2022-12-19 09:50:44
4b4089,HBYLL,2022-12-19T08:53:49Z,2022-12-19,2022-12-19T10:20:22Z,2022-12-19,LSZF,LSGL,4b4089_2022-12-19 09:53:49
4b1bfd,HBKPP,2022-12-19T09:18:00Z,2022-12-19,2022-12-19T09:44:54Z,2022-12-19,LFGJ,LSGL,4b1bfd_2022-12-19 10:18:00
461838,FSF804G,2022-12-19T09:35:20Z,2022-12-19,2022-12-19T11:14:58Z,2022-12-19,LSGL,LSGL,461838_2022-12-19 10:35:20
4b4271,HBZEF,2022-12-19T11:02:57Z,2022-12-19,2022-12-19T11:14:28Z,2022-12-19,LSGB,LSGL,4b4271_2022-12-19 12:02:57
399893,FHGET,2022-12-19T12:56:00Z,2022-12-19,2022-12-19T14:56:05Z,2022-12-19,EGTK,LSGL,399893_2022-12-19 13:56:00
4b1bfd,HBKPP,2022-12-19T13:03:09Z,2022-12-19,2022-12-19T13:28:14Z,2022-12-19,LFGJ,LSGL,4b1bfd_2022-12-19 14:03:09
391a38,HBOJI,2022-12-19T13:15:50Z,2022-12-19,2022-12-19T13:58:38Z,2022-12-19,LSGL,LSGL,391a38_2022-12-19 14:15:50
4b3200,HBSYI,2022-12-19T15:00:36Z,2022-12-19,2022-12-19T15:33:26Z,2022-12-19,LSGL,LSGL,4b3200_2022-12-19 16:00:36
