ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
460861,FSF116N,2022-09-16T06:20:44Z,2022-09-16,2022-09-16T07:18:04Z,2022-09-16,LSGL,LFMC,460861_2022-09-16 08:20:44
4b3204,HBSYM,2022-09-16T07:21:34Z,2022-09-16,2022-09-16T07:59:36Z,2022-09-16,LSGL,LSGL,4b3204_2022-09-16 09:21:34
4d02a3,JFA83H,2022-09-16T08:14:01Z,2022-09-16,2022-09-16T08:30:14Z,2022-09-16,LSGL,LFLI,4d02a3_2022-09-16 10:14:01
4d02d8,JFA50F,2022-09-16T10:03:26Z,2022-09-16,2022-09-16T12:18:19Z,2022-09-16,LSGL,LEIB,4d02d8_2022-09-16 12:03:26
460861,FSF974W,2022-09-16T10:19:17Z,2022-09-16,2022-09-16T11:58:56Z,2022-09-16,LSGL,EBMB,460861_2022-09-16 12:19:17
39c949,FHSKJ,2022-09-16T10:55:52Z,2022-09-16,2022-09-16T11:19:54Z,2022-09-16,LSGL,LSMM,39c949_2022-09-16 12:55:52
4b0f56,HBFVA,2022-09-16T12:38:35Z,2022-09-16,2022-09-16T12:54:21Z,2022-09-16,LSGL,LSGG,4b0f56_2022-09-16 14:38:35
4b1af2,HBKFI,2022-09-16T12:43:28Z,2022-09-16,2022-09-16T13:32:21Z,2022-09-16,LSGL,LSGL,4b1af2_2022-09-16 14:43:28
4b1bdd,HBKOJ,2022-09-16T13:20:33Z,2022-09-16,2022-09-16T14:09:50Z,2022-09-16,LSGL,LSGL,4b1bdd_2022-09-16 15:20:33
4b0f7f,BQA12,2022-09-16T14:18:00Z,2022-09-16,2022-09-16T15:39:26Z,2022-09-16,LSGL,LIRZ,4b0f7f_2022-09-16 16:18:00
4b3204,HBSYM,2022-09-16T14:26:30Z,2022-09-16,2022-09-16T14:49:13Z,2022-09-16,LSGL,LSGE,4b3204_2022-09-16 16:26:30
4d02fd,LXVAD,2022-09-16T14:37:05Z,2022-09-16,2022-09-16T14:51:58Z,2022-09-16,LSGL,LFLI,4d02fd_2022-09-16 16:37:05
4b39c9,HBVWZ,2022-09-16T14:39:21Z,2022-09-16,2022-09-16T15:30:46Z,2022-09-16,LSGL,LFMC,4b39c9_2022-09-16 16:39:21
4b27c0,HBPBK,2022-09-16T15:39:29Z,2022-09-16,2022-09-16T17:00:25Z,2022-09-16,LSGL,LFME,4b27c0_2022-09-16 17:39:29
4b1af2,HBKFI,2022-09-16T15:54:48Z,2022-09-16,2022-09-16T17:06:15Z,2022-09-16,LSGL,LSGL,4b1af2_2022-09-16 17:54:48
