ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4d02a3,JFA88T,2022-09-16T06:35:52Z,2022-09-16,2022-09-16T07:37:36Z,2022-09-16,LFPB,LSGL,4d02a3_2022-09-16 08:35:52
39c949,FHSKJ,2022-09-16T07:18:38Z,2022-09-16,2022-09-16T09:44:56Z,2022-09-16,LFLE,LSGL,39c949_2022-09-16 09:18:38
4b3204,HBSYM,2022-09-16T07:21:34Z,2022-09-16,2022-09-16T07:59:36Z,2022-09-16,LSGL,LSGL,4b3204_2022-09-16 09:21:34
460861,FSF170J,2022-09-16T08:28:11Z,2022-09-16,2022-09-16T09:09:59Z,2022-09-16,NA,LSGL,460861_2022-09-16 10:28:11
461838,FSF532T,2022-09-16T08:40:50Z,2022-09-16,2022-09-16T10:25:34Z,2022-09-16,EGTK,LSGL,461838_2022-09-16 10:40:50
4b1af2,HBKFI,2022-09-16T12:43:28Z,2022-09-16,2022-09-16T13:32:21Z,2022-09-16,LSGL,LSGL,4b1af2_2022-09-16 14:43:28
4b0f7f,BQA12,2022-09-16T12:54:07Z,2022-09-16,2022-09-16T13:27:35Z,2022-09-16,LSZH,LSGL,4b0f7f_2022-09-16 14:54:07
4d02fd,LXVAD,2022-09-16T12:55:06Z,2022-09-16,2022-09-16T13:37:53Z,2022-09-16,LFLC,LSGL,4d02fd_2022-09-16 14:55:06
4b1bdd,HBKOJ,2022-09-16T13:20:33Z,2022-09-16,2022-09-16T14:09:50Z,2022-09-16,LSGL,LSGL,4b1bdd_2022-09-16 15:20:33
391a38,HBOJI,2022-09-16T14:48:40Z,2022-09-16,2022-09-16T15:02:31Z,2022-09-16,LSGY,LSGL,391a38_2022-09-16 16:48:40
4b3200,HBSYI,2022-09-16T15:13:32Z,2022-09-16,2022-09-16T15:40:48Z,2022-09-16,LSGE,LSGL,4b3200_2022-09-16 17:13:32
4b43ad,RGA04,2022-09-16T15:33:05Z,2022-09-16,2022-09-16T15:48:25Z,2022-09-16,LSGG,LSGL,4b43ad_2022-09-16 17:33:05
4b0f56,HBFVA,2022-09-16T15:36:25Z,2022-09-16,2022-09-16T16:21:14Z,2022-09-16,LSZA,LSGL,4b0f56_2022-09-16 17:36:25
4b1af2,HBKFI,2022-09-16T15:54:48Z,2022-09-16,2022-09-16T17:06:15Z,2022-09-16,LSGL,LSGL,4b1af2_2022-09-16 17:54:48
