ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
3d7f46,DFULI,2022-10-15T05:30:37Z,2022-10-15,2022-10-15T06:38:40Z,2022-10-15,EDDF,LSGL,3d7f46_2022-10-15 07:30:37
4b1bdd,HBKOJ,2022-10-15T08:07:42Z,2022-10-15,2022-10-15T08:33:29Z,2022-10-15,LSGN,LSGL,4b1bdd_2022-10-15 10:07:42
4b28e3,HBPMP,2022-10-15T08:52:49Z,2022-10-15,2022-10-15T09:40:10Z,2022-10-15,LSGL,LSGL,4b28e3_2022-10-15 10:52:49
391a38,HBOJI,2022-10-15T09:16:51Z,2022-10-15,2022-10-15T09:59:03Z,2022-10-15,LSZB,LSGL,391a38_2022-10-15 11:16:51
461838,OHJEM,2022-10-15T10:02:18Z,2022-10-15,2022-10-15T10:58:10Z,2022-10-15,LFML,LSGL,461838_2022-10-15 12:02:18
4b1bdd,HBKOJ,2022-10-15T10:24:30Z,2022-10-15,2022-10-15T10:45:49Z,2022-10-15,LSGL,LSGL,4b1bdd_2022-10-15 12:24:30
4b0f56,JFA99Z,2022-10-15T10:41:14Z,2022-10-15,2022-10-15T11:15:19Z,2022-10-15,LSZH,LSGL,4b0f56_2022-10-15 12:41:14
391a38,HBOJI,2022-10-15T12:03:52Z,2022-10-15,2022-10-15T12:44:10Z,2022-10-15,LSGL,LSGL,391a38_2022-10-15 14:03:52
4b1af2,HBKFI,2022-10-15T12:09:54Z,2022-10-15,2022-10-15T12:29:48Z,2022-10-15,LSGL,LSGL,4b1af2_2022-10-15 14:09:54
4b28e3,HBPMP,2022-10-15T12:53:00Z,2022-10-15,2022-10-15T13:09:25Z,2022-10-15,LSGE,LSGL,4b28e3_2022-10-15 14:53:00
4b27c0,HBPBK,2022-10-15T13:32:22Z,2022-10-15,2022-10-15T14:28:37Z,2022-10-15,LSGL,LSGL,4b27c0_2022-10-15 15:32:22
4b2964,HBPRO,2022-10-15T13:40:08Z,2022-10-15,2022-10-15T14:23:19Z,2022-10-15,LFGJ,LSGL,4b2964_2022-10-15 15:40:08
4b1af2,HBKFI,2022-10-15T14:13:38Z,2022-10-15,2022-10-15T14:50:09Z,2022-10-15,LSZB,LSGL,4b1af2_2022-10-15 16:13:38
4b1bdd,HBKOJ,2022-10-15T15:36:36Z,2022-10-15,2022-10-15T15:57:57Z,2022-10-15,LSGL,LSGL,4b1bdd_2022-10-15 17:36:36
