ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4b1bdd,HBKOJ,2023-02-12T08:03:06Z,2023-02-12,2023-02-12T08:57:29Z,2023-02-12,LSGL,LSGL,4b1bdd_2023-02-12 09:03:06
391a38,HBOJI,2023-02-12T08:39:34Z,2023-02-12,2023-02-12T09:19:51Z,2023-02-12,LSGL,LSZQ,391a38_2023-02-12 09:39:34
4b28e3,HBPMP,2023-02-12T10:03:19Z,2023-02-12,2023-02-12T11:20:28Z,2023-02-12,LSGL,LSGL,4b28e3_2023-02-12 11:03:19
4b1bdd,HBKOJ,2023-02-12T11:57:33Z,2023-02-12,2023-02-12T12:47:42Z,2023-02-12,LSGL,LSGL,4b1bdd_2023-02-12 12:57:33
4b28e3,HBPMP,2023-02-12T12:32:21Z,2023-02-12,2023-02-12T13:37:43Z,2023-02-12,LSGL,LSGL,4b28e3_2023-02-12 13:32:21
460812,FSF857S,2023-02-12T13:06:06Z,2023-02-12,2023-02-12T14:02:57Z,2023-02-12,LSGL,LFMD,460812_2023-02-12 14:06:06
46316e,FSF792T,2023-02-12T13:11:29Z,2023-02-12,2023-02-12T14:17:40Z,2023-02-12,LSGL,LIPH,46316e_2023-02-12 14:11:29
4b43b1,RGA04,2023-02-12T13:36:00Z,2023-02-12,2023-02-12T13:48:29Z,2023-02-12,LSGL,LSGT,4b43b1_2023-02-12 14:36:00
4b27c0,HBPBK,2023-02-12T14:24:14Z,2023-02-12,2023-02-12T15:46:27Z,2023-02-12,LSGL,LSGL,4b27c0_2023-02-12 15:24:14
500227,T736A,2023-02-12T14:32:01Z,2023-02-12,2023-02-12T14:49:26Z,2023-02-12,LSGL,LSGE,500227_2023-02-12 15:32:01
4b4279,REGA15,2023-02-12T15:51:12Z,2023-02-12,2023-02-12T16:06:58Z,2023-02-12,LSGL,LSGG,4b4279_2023-02-12 16:51:12
4b4414,HBZUI,2023-02-12T16:04:48Z,2023-02-12,2023-02-12T16:16:16Z,2023-02-12,LSGL,LSGK,4b4414_2023-02-12 17:04:48
4b43b1,RGA04,2023-02-12T17:49:09Z,2023-02-12,2023-02-12T18:03:34Z,2023-02-12,LSGL,LSGG,4b43b1_2023-02-12 18:49:09
