ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4b1bdf,HBKOL,2022-10-07T08:20:13Z,2022-10-07,2022-10-07T10:00:53Z,2022-10-07,LSGL,LIRU,4b1bdf_2022-10-07 10:20:13
4b1bdd,HBKOJ,2022-10-07T09:52:25Z,2022-10-07,2022-10-07T10:24:26Z,2022-10-07,LSGL,LSGE,4b1bdd_2022-10-07 11:52:25
4b2ef8,HBSDS,2022-10-07T09:57:38Z,2022-10-07,2022-10-07T10:16:29Z,2022-10-07,LSGL,LFLI,4b2ef8_2022-10-07 11:57:38
44c06a,OOPCJ,2022-10-07T11:00:35Z,2022-10-07,2022-10-07T12:13:12Z,2022-10-07,LSGL,EBCI,44c06a_2022-10-07 13:00:35
4b3200,HBSYI,2022-10-07T11:55:20Z,2022-10-07,2022-10-07T12:34:59Z,2022-10-07,LSGL,LSGL,4b3200_2022-10-07 13:55:20
4b1af2,HBKFI,2022-10-07T12:08:10Z,2022-10-07,2022-10-07T13:00:59Z,2022-10-07,LSGL,LSGL,4b1af2_2022-10-07 14:08:10
391a38,HBOJI,2022-10-07T12:14:04Z,2022-10-07,2022-10-07T13:08:38Z,2022-10-07,LSGL,LSGL,391a38_2022-10-07 14:14:04
4b1af2,HBKFI,2022-10-07T14:02:10Z,2022-10-07,2022-10-07T14:18:44Z,2022-10-07,LSGL,LSGE,4b1af2_2022-10-07 16:02:10
4b3200,HBSYI,2022-10-07T14:23:00Z,2022-10-07,2022-10-07T14:47:51Z,2022-10-07,LSGL,LSGL,4b3200_2022-10-07 16:23:00
46208f,FSF551R,2022-10-07T15:07:26Z,2022-10-07,2022-10-07T15:21:57Z,2022-10-07,LSGL,LFLI,46208f_2022-10-07 17:07:26
4b1bdd,HBKOJ,2022-10-07T15:20:04Z,2022-10-07,2022-10-07T16:15:58Z,2022-10-07,LSGL,EDTF,4b1bdd_2022-10-07 17:20:04
4b28e3,HBPMP,2022-10-07T15:23:35Z,2022-10-07,2022-10-07T16:12:29Z,2022-10-07,LSGL,EDTF,4b28e3_2022-10-07 17:23:35
a59785,N46CS,2022-10-07T15:50:36Z,2022-10-07,2022-10-07T16:46:44Z,2022-10-07,LSGL,EDMT,a59785_2022-10-07 17:50:36
4b43ad,RGA04,2022-10-07T20:52:32Z,2022-10-07,2022-10-07T21:05:50Z,2022-10-07,LSGL,LSGP,4b43ad_2022-10-07 22:52:32
