ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,id,destination_airport_ICAO
391a38,HBOJI,2023-02-11T07:33:58Z,2023-02-11,2023-02-11T08:07:46Z,2023-02-11,LSGL,391a38_2023-02-11 08:33:58,LSGL
4b2964,HBPRO,2023-02-11T08:34:37Z,2023-02-11,2023-02-11T09:26:59Z,2023-02-11,LSGL,4b2964_2023-02-11 09:34:37,LSZA
4b28e3,HBPMP,2023-02-11T10:27:15Z,2023-02-11,2023-02-11T11:12:45Z,2023-02-11,LSGL,4b28e3_2023-02-11 11:27:15,LSGB
461fbd,FSF22G,2023-02-11T10:32:50Z,2023-02-11,2023-02-11T12:19:29Z,2023-02-11,LSGL,461fbd_2023-02-11 11:32:50,EGKB
4b1bdd,HBKOJ,2023-02-11T10:36:39Z,2023-02-11,2023-02-11T11:41:59Z,2023-02-11,LSGL,4b1bdd_2023-02-11 11:36:39,LSGL
4b1c62,HBKTM,2023-02-11T11:08:08Z,2023-02-11,2023-02-11T12:16:08Z,2023-02-11,LSGL,4b1c62_2023-02-11 12:08:08,LSMF
4b43b1,RGA04,2023-02-11T12:06:00Z,2023-02-11,2023-02-11T12:48:24Z,2023-02-11,LSGL,4b43b1_2023-02-11 13:06:00,LSPO
4b1bdd,HBKOJ,2023-02-11T12:53:21Z,2023-02-11,2023-02-11T14:07:08Z,2023-02-11,LSGL,4b1bdd_2023-02-11 13:53:21,LSGL
4b2830,HBPFS,2023-02-11T13:08:51Z,2023-02-11,2023-02-11T13:34:05Z,2023-02-11,LSGL,4b2830_2023-02-11 14:08:51,LSGN
4b1bdd,HBKOJ,2023-02-11T14:52:24Z,2023-02-11,2023-02-11T15:50:03Z,2023-02-11,LSGL,4b1bdd_2023-02-11 15:52:24,LSGL
4b43b2,RGA18,2023-02-11T16:27:24Z,2023-02-11,2023-02-11T16:40:47Z,2023-02-11,LSGL,4b43b2_2023-02-11 17:27:24,LSGB
4b4414,HBZUI,2023-02-11T17:13:15Z,2023-02-11,2023-02-11T17:23:51Z,2023-02-11,LSGL,4b4414_2023-02-11 18:13:15,LSGK
4b4414,HBZUI,2023-02-11T17:14:54Z,2023-02-11,2023-02-11T17:24:01Z,2023-02-11,LSGL,4b4414_2023-02-11 18:14:54,NA
