ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4b43b1,RGA04,2022-12-19T07:43:12Z,2022-12-19,2022-12-19T07:57:35Z,2022-12-19,LSGL,LSGT,4b43b1_2022-12-19 08:43:12
4b1bfd,HBKPP,2022-12-19T07:59:09Z,2022-12-19,2022-12-19T09:00:29Z,2022-12-19,LSGL,LFGJ,4b1bfd_2022-12-19 08:59:09
461fbd,FSF522M,2022-12-19T08:41:14Z,2022-12-19,2022-12-19T09:41:00Z,2022-12-19,LSGL,LFPB,461fbd_2022-12-19 09:41:14
461838,FSF804G,2022-12-19T09:35:20Z,2022-12-19,2022-12-19T11:14:58Z,2022-12-19,LSGL,LSGL,461838_2022-12-19 10:35:20
4b4089,HBYLL,2022-12-19T11:08:37Z,2022-12-19,2022-12-19T12:50:42Z,2022-12-19,LSGL,LSZF,4b4089_2022-12-19 12:08:37
4b1bfd,HBKPP,2022-12-19T11:43:30Z,2022-12-19,2022-12-19T12:40:26Z,2022-12-19,LSGL,LFGJ,4b1bfd_2022-12-19 12:43:30
4b4271,HBZEF,2022-12-19T12:01:31Z,2022-12-19,2022-12-19T12:13:45Z,2022-12-19,LSGL,LSGB,4b4271_2022-12-19 13:01:31
391a38,HBOJI,2022-12-19T13:15:50Z,2022-12-19,2022-12-19T13:58:38Z,2022-12-19,LSGL,LSGL,391a38_2022-12-19 14:15:50
4b0f56,HBFVA,2022-12-19T14:16:03Z,2022-12-19,2022-12-19T17:52:29Z,2022-12-19,LSGL,NA,4b0f56_2022-12-19 15:16:03
4b0f7f,BQA12,2022-12-19T14:35:30Z,2022-12-19,2022-12-19T15:06:05Z,2022-12-19,LSGL,LSMA,4b0f7f_2022-12-19 15:35:30
4b3200,HBSYI,2022-12-19T15:00:36Z,2022-12-19,2022-12-19T15:33:26Z,2022-12-19,LSGL,LSGL,4b3200_2022-12-19 16:00:36
4b1bfd,HBKPP,2022-12-19T15:01:13Z,2022-12-19,2022-12-19T18:31:49Z,2022-12-19,LSGL,LEIB,4b1bfd_2022-12-19 16:01:13
4b1bfd,HBKPP,2022-12-19T15:01:38Z,2022-12-19,2022-12-19T18:32:29Z,2022-12-19,LSGL,NA,4b1bfd_2022-12-19 16:01:38
399893,FHGET,2022-12-19T15:45:30Z,2022-12-19,2022-12-19T15:56:37Z,2022-12-19,LSGL,LSGG,399893_2022-12-19 16:45:30
