ICAO24,call_sign,departure_time,departure_date,arrival_time,arrival_date,departure_airport_ICAO,destination_airport_ICAO,id
4b28e3,HBPMP,2023-01-10T09:12:09Z,2023-01-10,2023-01-10T09:29:45Z,2023-01-10,LSGL,LSGL,4b28e3_2023-01-10 10:12:09
4b1bdd,HBKOJ,2023-01-10T09:51:45Z,2023-01-10,2023-01-10T10:06:22Z,2023-01-10,LSGL,LSGL,4b1bdd_2023-01-10 10:51:45
461838,OHJEM,2023-01-10T10:58:50Z,2023-01-10,2023-01-10T11:26:36Z,2023-01-10,LSGL,LSGL,461838_2023-01-10 11:58:50
391a38,HBOJI,2023-01-10T12:28:57Z,2023-01-10,2023-01-10T13:37:43Z,2023-01-10,LSGL,LSGL,391a38_2023-01-10 13:28:57
4b3200,HBSYI,2023-01-10T13:07:13Z,2023-01-10,2023-01-10T13:26:15Z,2023-01-10,LSGL,LSGL,4b3200_2023-01-10 14:07:13
391a38,HBOJI,2023-01-10T15:02:47Z,2023-01-10,2023-01-10T15:53:42Z,2023-01-10,LSGL,LSGL,391a38_2023-01-10 16:02:47
4b1b65,HBKJT,2023-01-10T15:09:36Z,2023-01-10,2023-01-10T15:35:36Z,2023-01-10,LSGL,LSZC,4b1b65_2023-01-10 16:09:36
4b3f65,HBYAF,2023-01-10T15:13:15Z,2023-01-10,2023-01-10T16:00:41Z,2023-01-10,LSGL,LSZF,4b3f65_2023-01-10 16:13:15
4d02b5,JFA27Q,2023-01-10T15:24:02Z,2023-01-10,2023-01-10T16:37:54Z,2023-01-10,LSGL,LFPB,4d02b5_2023-01-10 16:24:02
4b3200,HBSYI,2023-01-10T15:32:23Z,2023-01-10,2023-01-10T15:52:35Z,2023-01-10,LSGL,LSGL,4b3200_2023-01-10 16:32:23
4b43b2,RGA18,2023-01-10T15:52:51Z,2023-01-10,2023-01-10T16:15:31Z,2023-01-10,LSGL,LSGB,4b43b2_2023-01-10 16:52:51
4b43b1,RGA04,2023-01-10T20:36:11Z,2023-01-10,2023-01-10T21:26:16Z,2023-01-10,LSGL,LSGB,4b43b1_2023-01-10 21:36:11
